stop_id,stop_name,stop_lat,stop_lon
3453,G Jardim Passo Das Pedras Ii 124 Construtora Coqueiros,-30.025997,-51.12877
1902,Gen Jonathas Borges Fortes 339 Escola,-30.076304,-51.193025
1901,Gen Jonathas Borges Fortes Df 339 Escola,-30.076266,-51.193215
6336,Brasil 1183 ,-30.006787,-51.195813
21,Orleaes 325 ,-30.16077,-51.225218
186,Podalirio Teixeira Machado Al 230 ,-30.208993,-51.178183
570,Guaiba 1924 Dmae,-30.095975,-51.251656
571,Guaiba 570_Espelhada Entrada Iate Clube Guaiba,-30.095899,-51.251668
6924,Solon Vieira Marques S/N ,-30.143839,-51.136101
6921,Cel Frederico Carlos Gomes 116 ,-30.119746,-51.205685
4210,Francisco Silveira Bitencourt 104 ,-29.993929,-51.127971
2256,Casemiro De Abreu 1549 ,-30.033452,-51.192214
4069,Assis Brasil 4822 ,-30.006188,-51.139536
6923,Tres Jardim Protasio Alves 5 ,-30.041546,-51.106714
6326,Cassio De Medeiros 25 ,-30.100911,-51.248319
2687,Dona Firmina 657 ,-30.067811,-51.170043
1008,Coelho Da Costa Df 25 Praça Maurício Zaducliver,-30.08996,-51.225867
6922,Leopoldo Bettiol 360 ,-30.027464,-51.139789
4937,Mauricio Seligman 527 Escola,-30.007238,-51.095086
6920,Mil Setecentos Seis Esq R Dez De Mai ,-30.023514,-51.130069
6919,Cel Gastao Haslocher Mazeron Ef 173 ,-30.062558,-51.21329
6918,Cel Gastao Haslocher Mazeron Ef 220 ,-30.063446,-51.212971
6917,Cel Gastao Haslocher Mazeron Ef 511 ,-30.066076,-51.21348
6916,Cel Gastao Haslocher Mazeron Df 637 ,-30.066836,-51.213521
1715,Silva Paes Al 1715 (Nn 1737 ,-30.070192,-51.2116
1709,Bispo Laranjeira 94 ,-30.068927,-51.214166
1735,Teresopolis 2565 ,-30.076221,-51.208031
2797,Elias Cirne Lima 200a ,-30.062013,-51.158691
2802,Elias Cirne Lima 366 ,-30.059777,-51.157444
2806,Elias Cirne Lima 454 ,-30.058903,-51.156957
6915,Sergio Jungblut Dieterich Df 900 ,-29.989066,-51.14311
2104,Osvaldo Aranha 972 ,-30.034688,-51.212812
5829,Rui Barbosa  Cpc,-30.026479,-51.22402
6854,Julio De Castilhos 173 ,-30.025982,-51.224911
1274,Alpes 1186 ,-30.093569,-51.192497
6260,Alpes 1080 ,-30.092543,-51.193357
1290,Alpes 893 ,-30.091573,-51.194664
6631,Alpes Df 546 ,-30.088485,-51.195773
1293,Alpes 546 ,-30.088431,-51.195707
2661,Euzebio Silva 99 ,-30.07507,-51.16975
6914,Esperanca Cidade De Deus Df 232 ,-30.114494,-51.227958
509,Pereira Passos 27 ,-30.099928,-51.264379
5982,Maias 461 ,-29.98979,-51.09594
1515,Gen Cypriano Ferreira 561 ,-30.035074,-51.235249
5039,Nossa Senhora De Lourdes 381 ,-30.114626,-51.251374
541,Landel De Moura 999 ,-30.114531,-51.250499
731,Landel De Moura 1139 ,-30.113979,-51.248995
4118,Augusto Porto Alegre 338 ,-29.995047,-51.13467
6913,Lygia Pratini De Moraes 149 ,-29.988666,-51.092441
883,Butui 470 ,-30.086903,-51.236364
6912,Raymundo Luiz Marinho Filho Al 385 ,-30.006246,-51.103276
6565,Edgar Pires De Castro 9233 ,-30.195766,-51.12884
378,Edgar Pires De Castro Df 9140 ,-30.19436,-51.129931
379,Edgar Pires De Castro 9100 ,-30.194267,-51.129891
5955,Edgar Pires De Castro 8675 ,-30.191691,-51.131368
377,Edgar Pires De Castro 8517 ,-30.190363,-51.132596
5954,Edgar Pires De Castro 8670 ,-30.191623,-51.131306
6340,Edgar Pires De Castro 7247 ,-30.188536,-51.135138
355,Edgar Pires De Castro Al 8004 ,-30.18842,-51.135155
354,Edgar Pires De Castro 6914 ,-30.185408,-51.137759
347,Edgar Pires De Castro 6849 ,-30.184416,-51.138865
6088,Dorival Castilho Machado 94 ,-30.159099,-51.191428
351,Edgar Pires De Castro 6670 ,-30.183466,-51.139974
6092,Dorival Castilho Machado Df 757 ,-30.164414,-51.194372
3627,Luzitana 826 ,-30.015834,-51.183986
6093,A Rua Dorival Castilho Machado Nc ,-30.166322,-51.195168
3720,Graciano Camozzato Al185/Df 204 Posto De Saude,-29.979352,-51.194383
5781,Graciano Camozzato 26 ,-29.979154,-51.194895
3719,Graciano Camozzato Ef Creche Jp Ii Creche João Paulo I,-29.978796,-51.196285
6911,Graciano Camozzato Ef Praça Sesi ,-29.978902,-51.196195
240,Chapeu Do Sol 1798 ,-30.183702,-51.16218
3236,Sargento Manoel Arruda Df 265 ,-30.045741,-51.146297
4836,Jorge Furtado Df 74 ,-30.001239,-51.102464
3428,Joao Dallegrave Df 275 ,-30.036465,-51.123894
3860,Francisco Trein Df 98 ,-30.011536,-51.159836
4763,Jose Luiz Martins Costa Df 134 ,-30.021665,-51.099996
4761,Jose Luiz Martins Costa Df 80 ,-30.022747,-51.099909
5168,Lygia Pratini De Moraes 62 Paulino G. Barcelos,-29.989757,-51.092407
2090,Santana Df 440 ,-30.042082,-51.212111
2091,Santana 440 Promotoria Ministerio Publico,-30.04211,-51.211994
3263,Guadalajara 605 ,-30.032837,-51.143434
3320,Guadalajara 580 ,-30.032637,-51.143345
3237,Juvenal Cruz Al 297 ,-30.048002,-51.14417
3313,Pero Vaz De Caminha 60 ,-30.026634,-51.150273
3247,Antonio Carvalho 2800 ,-30.044693,-51.143158
976,Vicente Monteggia 1008 ,-30.103793,-51.22297
5681,Vicente Monteggia 1029 ,-30.103684,-51.223084
2405,Afonso Lourenco Mariante 91 ,-30.115446,-51.176413
2406,Afonso Lourenco Mariante 86 ,-30.11538,-51.176379
1675,Orfanotrofio 50 ,-30.077093,-51.214997
886,Comandai 252 ,-30.086856,-51.234026
6910,Voluntarios Da Patria Df Arena ,-29.973111,-51.195709
4659,Delegado Ely Correa Prado 45 ,-30.040879,-51.104327
4225,Faria Lobato 384 ,-29.984526,-51.130964
4088,Assis Chateaubriand Df 525 ,-29.999135,-51.146137
334,Costa Gama Df 4448 ,-30.148553,-51.161288
335,Costa Gama 4448 ,-30.148568,-51.161207
2210,Goethe 195 ,-30.031387,-51.202958
1711,Dr Carlos Barbosa Df 1400 ,-30.067712,-51.212862
6309,Artur Rocha 860 ,-30.030547,-51.187962
933,Otto Niemeyer 3300 ,-30.10138,-51.229149
961,Vicente Monteggia 1948 ,-30.110848,-51.218526
1863,Sao Manoel 1900 Esc Est Educ Apeles Porto Alegre,-30.050204,-51.200472
3364,Alberto Pasqualini 1380 ,-30.031465,-51.135242
4007,Benno Mentz Df 603 Praça,-30.015831,-51.147541
1092,Derocy Giacomo Da Silva Df 257 ,-30.127574,-51.210993
4564,Sao Marcos-lomba Do Pinheiro 56 ,-30.118637,-51.097006
4495,Joao De Oliveira Remiao 6650 Ctg,-30.124483,-51.10375
4810,Delmar Rocha Barbosa 668 ,-30.009872,-51.107546
3158,Antonio Carvalho Al 573 Hospital Independencia,-30.060986,-51.148738
4906,Joao Ferreira Jardim 140/Df 205 ,-30.012114,-51.099237
2116,Santana 1275 ,-30.048851,-51.207321
6173,Juscelino Kubitschek De Oliveira Df 440 ,-30.019917,-51.115071
6270,Nossa Senhora De Lourdes 189 ,-30.112789,-51.252265
542,Landel De Moura Df 999 ,-30.114455,-51.250504
4760,Jose Luiz Martins Costa Df 200 ,-30.024739,-51.09967
4684,Ten Alberto Mendes Junior 340 ,-30.022952,-51.110304
1144,Cristiano Kraemer 725 ,-30.122006,-51.202558
1745,Dom Bosco 20 ,-30.074577,-51.203171
6909,Taquara 1486 ,-30.110507,-51.101202
1146,Cristiano Kraemer 736 ,-30.122083,-51.202472
4619,Taquara Df 1488 ,-30.110407,-51.101192
6908,Vitoria 6907_Espelhada ,-30.202525,-51.121366
6833,Xavier De Carvalho 247 ,-29.993847,-51.132725
6834,Xavier De Carvalho Df 227 ,-29.99411,-51.132328
6907,Vitoria 1857 ,-30.202577,-51.121309
1059,Dr Pitrez 22 ,-30.145684,-51.211458
2555,Sao Francisco Df 820 ,-30.0951,-51.138219
1193,Dr Vergara 5025 ,-30.117473,-51.183962
22,Orleaes 85/95 ,-30.158849,-51.225974
5621,Industriarios Df 9ºdp 9ª Delegacia,-30.012553,-51.174187
3802,Industriarios 44 Policia Civil,-30.012033,-51.174442
3796,Industriarios 278 ,-30.013794,-51.173862
3801,Industriarios Df 294 ,-30.013954,-51.17393
3795,Industriarios Df 448 ,-30.015424,-51.173813
2967,Industriarios 568 ,-30.016381,-51.173647
3794,Industriarios 406 ,-30.014872,-51.173773
920,Gregorio Perez 255 ,-30.107062,-51.225296
3424,Antonio Giudice Df 136 ,-30.038941,-51.124174
4549,Panorama 263 Padaria E Confeitaria,-30.125516,-51.098139
3467,I Jardim Passo Das Pedras Ii Al 355 ,-30.02316,-51.126584
174,Heitor Vieira 864 ,-30.212715,-51.179802
3468,I Jardim Passo Das Pedras Ii Al 398 ,-30.02328,-51.12649
1722,Gen Gomes Carneiro 608 ,-30.069441,-51.210983
3470,Sebastiao Barreto 275 ,-30.021781,-51.126459
6906,Ramiro Barcelos Al 2600 ,-30.043019,-51.20772
6905,Toledo Piza Df 24 ,-29.99034,-51.132964
2473,Canudos 349 ,-30.094935,-51.17166
371,Edgar Pires De Castro Df 9905 ,-30.199615,-51.125348
560,Dr Barcelos 889 ,-30.106038,-51.250339
755,Dr Barcelos 1071 ,-30.105388,-51.248423
1491,Getulio Vargas 1000 ,-30.053477,-51.2222
1228,Cel Ruy Da Cunha Paim Al 34 ,-30.090686,-51.21343
3072,Cipo 64 ,-30.020423,-51.163253
6904,Belize Df 430 ,-30.159134,-51.139146
3358,Dezenove De Abril Df 85 Lar Dos Velhos Dr Mauricio Seligman,-30.027711,-51.138691
6900,Dona Adda Mascarenhas De Moraes Df 633 ,-30.016389,-51.135987
1555,Borges De Medeiros 1565 Tj,-30.041339,-51.228613
1554,Borges De Medeiros 1555 Daer,-30.041179,-51.228596
6892,Aracaju 650 ,-30.103163,-51.217308
6026,Ipiranga  Esq. Prof Cristiano Fischer,-30.055958,-51.169947
6484,Ipiranga Ef Puc Cb ,-30.057749,-51.175688
1622,Gen Lima E Silva Df 251 ,-30.036043,-51.224223
2723,Ipiranga Paradão Puc Cb ,-30.057395,-51.174875
6903,Extrema Df Eeef Heitor V ,-30.213839,-51.050538
3352,Monsenhor Roncato Df 206 Praca,-30.028841,-51.141872
4178,Dante Angelo Pilla Ef Praça Praça,-30.010926,-51.118532
4177,Dante Angelo Pilla Ef Quadra Esport ,-30.011111,-51.118644
3534,Parque 280 ,-30.01291,-51.208017
4224,Faria Lobato 399 ,-29.984595,-51.130905
4275,Souza Melo 527 ,-29.981182,-51.129993
2650,Luiz Moschetti 930 ,-30.073843,-51.173298
6899,Carvalho Df 442 ,-30.056837,-51.146436
6743,Afonso Lourenco Mariante Df 3200 ,-30.10791,-51.152929
2494,Afonso Lourenco Mariante 3200 ,-30.107875,-51.152997
6898,Jaguari Al 160 ,-30.082298,-51.234561
3894,Bernardi 56 ,-30.009564,-51.156543
4212,Oliveira Lopes 65 ,-29.992195,-51.128204
6273,Sertorio 9990 ,-30.008749,-51.128083
6274,Sertorio Df 9990 ,-30.008724,-51.128163
2476,Afonso Lourenco Mariante Df 1111 ,-30.113846,-51.166634
6353,Severo Dullius Ef Emp Fueltech ,-29.988144,-51.165168
6354,Severo Dullius 1165 ,-29.988592,-51.167081
5523,D Vila Do Sargento Df 377 Posto Saude,-30.16311,-51.227665
2564,Sao Francisco 1267 Lanches Laricas,-30.093397,-51.135169
2744,Nove De Junho Df 1405 Campo De Futebol,-30.074825,-51.160593
6857,Irmao Faustino Joao 994 ,-30.020795,-51.093999
6855,Antonio Severino 700 ,-30.019076,-51.099748
1752,Prof Oscar Pereira 2248 ,-30.070175,-51.204413
4765,Antonio Severino 509 ,-30.019082,-51.100327
6545,Faria Lobato Al 904 ,-29.984272,-51.126339
4452,Armando Inacio Da Silveira Df 2247 ,-30.213712,-51.036816
5961,Maurilio Ferreira Df 691 ,-30.132455,-51.190367
1172,Maurilio Ferreira 671 ,-30.132577,-51.190359
1167,Maurilio Ferreira 350 ,-30.135297,-51.192842
1166,Um Rua Maurilio Ferreira 411 ,-30.135412,-51.19285
4970,Maias Al 1147 ,-29.997435,-51.096229
5495,Vinte Quatro De Outubro 200 ,-30.027767,-51.205363
4097,Sertorio 6767 Leroy Merlin,-29.997779,-51.14155
3647,Sertorio Df 1789 ,-30.002631,-51.186878
3582,Sertorio Df 492 Senai,-29.999665,-51.200599
3057,Saturnino De Brito 1035 ,-30.032944,-51.151102
3058,Saturnino De Brito 978 ,-30.033202,-51.151181
2186,Ramiro Barcelos 1274 ,-30.029888,-51.208395
1326,Pinheiro Borda Df 339 ,-30.077085,-51.243207
1580,Loureiro Da Silva 1520 Refrigeracao Consertos,-30.037662,-51.226464
5839,Joao Pessoa Ef Pça Piratini Próximo Rua Laurindo,-30.044479,-51.213687
2790,Ipiranga 7001 7001 Moveis,-30.055992,-51.164263
2114,Felipe Camarao 706 ,-30.035355,-51.209649
2348,Eudoro Berlink 623 ,-30.024318,-51.191412
2304,Eudoro Berlink 77 ,-30.024908,-51.197459
5488,Erico Verissimo Df 1132 No Passeio,-30.055046,-51.218338
6526,Dr Nilo Pecanha Ef S.c. Iguatemi Shopping Iguatemi,-30.027956,-51.162386
1631,Eng Luiz Englert Sn Faculdade De Engenharia Da Ufrgs,-30.034409,-51.218913
3981,Estados Df 1909 ,-29.980422,-51.179247
3904,Forte 164 ,-30.011851,-51.153003
2305,Cel Lucas De Oliveira Df 1025 Ceaser Tower,-30.031555,-51.194412
5346,Carlos Trein Filho Df 1150 ,-30.031386,-51.186717
5345,Carlos Gomes 1999 ,-30.036775,-51.174789
4632,Campus Ufrgs - Agronomia Sn Anel Viario,-30.071822,-51.117918
5340,Bento Goncalves 215 Df Terminal Azenha,-30.051089,-51.210926
5061,Carlos Gomes 111 ,-30.023417,-51.183769
2362,Augusto Meyer 145 ,-30.020718,-51.18546
5020,Assis Brasil 9216 ,-29.977909,-51.114615
4192,Assis Brasil 5908 ,-29.999163,-51.132492
5470,Assis Brasil 545 ,-30.008664,-51.180242
2345,Anita Garibaldi Df 916 ,-30.026586,-51.186539
2960,Anita Garibaldi Al 2099 ,-30.022634,-51.174936
5416,Antonio Carlos Berta 255 Jardim Europa - Goldstein,-30.026443,-51.161128
6793,Martinica 322 ,-30.16082,-51.139875
5203,Martinica 341 ,-30.160889,-51.139847
3361,Alberto Pasqualini 984 ,-30.030938,-51.137042
1815,Moyses Antunes Da Cunha Esq Carlos Pesso Fundos Condominio,-30.058083,-51.207326
1973,Silvado Df 338 ,-30.067893,-51.183995
1972,Silvado 320 ,-30.067858,-51.183882
3127,Adao Baino Df 701 ,-30.016945,-51.155345
3727,Palmira Gobbi 820 ,-29.980266,-51.189495
810,Camaqua 265 ,-30.101871,-51.240211
728,Monte Cristo Al 820 ,-30.121482,-51.217794
889,Comandai 117 ,-30.08566,-51.233822
3123,Francisco Trein Df 707 ,-30.017333,-51.158982
5214,Julio De Castilhos Al 23 ,-30.026636,-51.226659
6860,Julio De Castilhos Al 131 ,-30.026271,-51.225494
5701,Borges De Medeiros  Bombeiros,-30.026602,-51.228799
5705,Borges De Medeiros  Bombeiros,-30.026927,-51.22866
5078,Pereira Parobe 141 ,-30.027689,-51.227186
5087,Pereira Parobe 147 ,-30.027563,-51.22723
5255,Pereira Parobe  Mercado Público,-30.027438,-51.227273
5256,Pereira Parobe  Mercado Publico,-30.027257,-51.227338
5273,Pereira Parobe  ,-30.027384,-51.226695
5272,Pereira Parobe  ,-30.027258,-51.226721
5271,Pereira Parobe  ,-30.027132,-51.226746
5254,Pereira Parobe  Plataforma Pereira Parobe,-30.026764,-51.226819
5270,Pereira Parobe  ,-30.027012,-51.22677
5269,Pereira Parobe  ,-30.026874,-51.226797
5914,Beira Rio Df Esq R Des Mel Esq. Des. Mello Guimarães,-30.211031,-51.189205
5994,Beira Rio 175 ,-30.210488,-51.188291
84,Beira Rio Df 127 Praça,-30.210143,-51.187316
6845,Euclides Goulart Al 200 ,-30.209758,-51.187315
458,Joao Antonio Silveira 1911 ,-30.155043,-51.139989
3892,Domingos Martins Df 885 ,-30.009105,-51.158228
4609,Taquara Df 1572 ,-30.109645,-51.101968
2712,Ipiranga Paradão Puc Bc ,-30.056961,-51.175234
3190,Antonio Carvalho 2189 ,-30.049872,-51.144316
3235,Bom Principio 48 ,-30.047951,-51.144852
3191,Eng Jose Angelo Bettega Cassol 170 ,-30.049098,-51.144858
6897,Dr Nilo Pecanha Df R Antonio C B ,-30.028073,-51.160954
5403,Borges De Medeiros 646 ,-30.032248,-51.227741
4179,Silvestre Felix Rodrigues 970 ,-30.008946,-51.118589
3893,Dom Diogo De Souza Df 36 ,-30.010519,-51.155181
24,Guaiba 3132 ,-30.157707,-51.226227
4865,Caldeia Sn ,-29.985614,-51.110669
2390,Costa Gama Df 1606 ,-30.130304,-51.17599
6443,Dona Augusta 628 ,-30.065633,-51.228158
6442,Dona Augusta 366 ,-30.063209,-51.226926
6441,Dona Augusta Al 180 ,-30.061436,-51.226382
6440,Dona Augusta 14 ,-30.06023,-51.226124
6342,Monte Cristo 456 ,-30.119247,-51.212513
6493,Monte Cristo Df 1307 ,-30.123871,-51.222912
6896,Willy Eugenio Fleck Ef Braspress ,-29.995901,-51.114216
4843,Plinio Kroeff 1755 ,-29.996392,-51.113589
6895,Aracaju 95 ,-30.104238,-51.221899
6894,Aracaju 40 ,-30.104402,-51.222349
6893,Aracaju 643 ,-30.103229,-51.217112
6890,Farrapos Al 507 ,-30.024987,-51.21497
6889,Gaspar Martins Df 482 ,-30.021987,-51.210377
6891,Farrapos 637 ,-30.023984,-51.213945
5620,Voluntarios Da Patria 584 ,-30.026522,-51.220723
5355,Borges De Medeiros 521 ,-30.031082,-51.227747
5359,Borges De Medeiros 512 Brasiltelecom,-30.031036,-51.227663
5215,Visconde Do Cairu  Estação Mercado,-30.026209,-51.226995
5175,Protasio Alves 10835 ,-30.041281,-51.105329
5221,Visconde Do Cairu  Estação Mercado,-30.026316,-51.226958
5176,Protasio Alves 10820 ,-30.041185,-51.105405
6888,Plinio Kroeff Df 2040 ,-29.99358,-51.112512
6887,Plinio Kroeff 2030 ,-29.993745,-51.112598
2475,Canudos Df 385 ,-30.093863,-51.173504
918,Cavalhada 3800 ,-30.108338,-51.227113
6886,Ernesto Neugebauer Sn ,-29.978533,-51.180748
6882,Passo Da Taquara 80 ,-30.190015,-51.092329
6885,Jose Pedro Boessio Al 114 ,-29.976052,-51.179884
3329,Benno Mentz 1785 ,-30.026902,-51.146345
1246,Taveira Junior Al 507 ,-30.089069,-51.210256
1247,Taveira Junior Df 507 ,-30.089023,-51.21019
2615,Dolores Duran 1477 Condomínio Atmosfera,-30.087898,-51.121989
3077,Joao Wallig 929 ,-30.020542,-51.163895
2616,Dolores Duran 1651 ,-30.086583,-51.122072
4567,Sao Marcos-lomba Do Pinheiro Df 317 Praca,-30.116349,-51.097429
4353,Edgar Pires De Castro 10300 ,-30.203216,-51.117368
5368,Rui Barbosa  Cpc,-30.025698,-51.22429
5830,Rui Barbosa  Cpc,-30.026255,-51.224098
6679,Dr Vargas Neto Df R. Missouri ,-30.02364,-51.108513
4888,Jose Ferreira Jardim 354 ,-29.988809,-51.108237
6884,Ernesto Neugebauer Al 2470 ,-29.972024,-51.177708
5276,Pereira Parobe  ,-30.027133,-51.227295
952,Joao Vedana 440 ,-30.109622,-51.222931
5088,Plinio Brasil Milano Praça ,-30.019147,-51.177209
4092,Beberibe Al 35 ,-29.999393,-51.142955
6461,Sete Mil Cento Vinte Um  Df Hospital Restinga,-30.144091,-51.129264
2611,Dolores Duran 959/925 ,-30.082519,-51.122424
6883,Gabriel Franco Da Luz Esq R. Joao M Cb ,-29.983029,-51.123322
2286,Bage Al 414 ,-30.040761,-51.186001
2556,Santo Dias Da Silva 1050 ,-30.094923,-51.138079
1291,Alpes 888 ,-30.091548,-51.194581
1359,Dormenio 49/51 ,-30.074756,-51.226996
3519,Voluntarios Da Patria Df 2083 ,-30.015418,-51.212453
3342,Paul Harris 760 ,-30.023182,-51.142842
3343,Paul Harris 803 ,-30.023685,-51.14303
3851,Umbu 701 ,-30.015224,-51.162233
2559,Santo Dias Da Silva Df 844 ,-30.096552,-51.135683
2558,Santo Dias Da Silva Al 844 ,-30.096555,-51.135861
1422,Prof Manoel Lobato 172 ,-30.070145,-51.21643
1421,Prof Manoel Lobato 151 Posto De Saude,-30.070239,-51.216612
4785,Dante Angelo Pilla Df 700 ,-30.008355,-51.117652
5822,Dona Teodora Al 1014 ,-29.992892,-51.194359
5823,Dona Teodora 1077 ,-29.992996,-51.194284
3672,A J Renner 580 ,-29.991518,-51.195607
4793,Plinio Kroeff Ef Transp Roma ,-30.003032,-51.116195
6881,Ricardo Leonidas Ribas 439 ,-30.145911,-51.135095
6445,Dona Sofia 113 ,-30.06636,-51.228835
5296,Protasio Alves Df 11040 Loteamento Jd. Do Verde,-30.042942,-51.103358
3037,Gen Barreto Viana Df 175 ,-30.039314,-51.158324
890,Comandai Al 100/Df 107 ,-30.085677,-51.233738
